id,friends
5001,1
5002,1
5003,0
5004,0
5005,0
5006,0
5007,1
5008,1
5009,0
5010,1
5011,1
5012,0
5013,1
5014,1
5015,1
5016,0
5017,1
5018,0
5019,0
5020,0
5021,0
5022,0
5023,1
5024,0
5025,1
5026,0
5027,0
5028,0
5029,0
5030,0
5031,1
5032,1
5033,1
5034,1
5035,0
5036,0
5037,1
5038,1
5039,0
5040,1
5041,1
5042,0
5043,0
5044,0
5045,0
5046,0
5047,1
5048,1
5049,0
5050,0
5051,1
5052,0
5053,1
5054,0
5055,1
5056,0
5057,1
5058,0
5059,0
5060,1
5061,0
5062,1
5063,0
5064,1
5065,0
5066,0
5067,1
5068,0
5069,1
5070,0
5071,1
5072,1
5073,1
5074,1
5075,0
5076,1
5077,0
5078,0
5079,0
5080,0
5081,1
5082,1
5083,0
5084,0
5085,1
5086,1
5087,1
5088,0
5089,0
5090,0
5091,1
5092,0
5093,0
5094,1
5095,0
5096,1
5097,1
5098,0
5099,1
5100,0
5101,1
5102,1
5103,1
5104,0
5105,0
5106,0
5107,0
5108,0
5109,1
5110,1
5111,1
5112,0
5113,1
5114,0
5115,1
5116,0
5117,1
5118,1
5119,0
5120,0
5121,0
5122,1
5123,1
5124,0
5125,0
5126,0
5127,0
5128,1
5129,0
5130,1
5131,1
5132,1
5133,1
5134,1
5135,1
5136,0
5137,1
5138,0
5139,1
5140,1
5141,0
5142,1
5143,1
5144,0
5145,0
5146,1
5147,0
5148,0
5149,0
5150,0
5151,0
5152,1
5153,1
5154,0
5155,1
5156,1
5157,1
5158,1
5159,1
5160,0
5161,0
5162,1
5163,0
5164,0
5165,1
5166,1
5167,0
5168,0
5169,0
5170,1
5171,1
5172,1
5173,0
5174,0
5175,0
5176,0
5177,1
5178,1
5179,0
5180,0
5181,1
5182,1
5183,1
5184,0
5185,1
5186,1
5187,1
5188,0
5189,1
5190,0
5191,1
5192,0
5193,1
5194,0
5195,0
5196,1
5197,1
5198,1
5199,1
5200,0
5201,1
5202,1
5203,0
5204,0
5205,0
5206,0
5207,1
5208,0
5209,1
5210,0
5211,1
5212,1
5213,1
5214,1
5215,0
5216,1
5217,1
5218,1
5219,0
5220,0
5221,0
5222,1
5223,0
5224,1
5225,1
5226,0
5227,1
5228,0
5229,0
5230,0
5231,0
5232,1
5233,0
5234,0
5235,1
5236,1
5237,0
5238,0
5239,1
5240,1
5241,0
5242,1
5243,1
5244,0
5245,0
5246,1
5247,1
5248,0
5249,0
5250,1
5251,0
5252,1
5253,1
5254,0
5255,1
5256,0
5257,0
5258,0
5259,0
5260,0
5261,0
5262,1
5263,0
5264,1
5265,1
5266,0
5267,0
5268,1
5269,0
5270,1
5271,1
5272,0
5273,1
5274,1
5275,0
5276,1
5277,0
5278,0
5279,0
5280,1
5281,0
5282,0
5283,0
5284,1
5285,1
5286,0
5287,1
5288,0
5289,1
5290,1
5291,1
5292,0
5293,0
5294,1
5295,0
5296,0
5297,1
5298,1
5299,1
5300,1
5301,1
5302,1
5303,1
5304,1
5305,1
5306,0
5307,0
5308,0
5309,1
5310,1
5311,1
5312,0
5313,1
5314,0
5315,1
5316,1
5317,1
5318,1
5319,0
5320,1
5321,1
5322,1
5323,1
5324,1
5325,1
5326,0
5327,1
5328,0
5329,0
5330,0
5331,0
5332,1
5333,1
5334,0
5335,0
5336,1
5337,0
5338,0
5339,1
5340,1
5341,1
5342,1
5343,0
5344,0
5345,1
5346,1
5347,1
5348,0
5349,1
5350,0
5351,0
5352,1
5353,0
5354,0
5355,0
5356,0
5357,0
5358,0
5359,1
5360,0
5361,0
5362,1
5363,1
5364,1
5365,0
5366,0
5367,0
5368,1
5369,1
5370,0
5371,0
5372,1
5373,0
5374,0
5375,1
5376,0
5377,0
5378,1
5379,0
5380,0
5381,0
5382,0
5383,0
5384,0
5385,1
5386,0
5387,0
5388,1
5389,0
5390,0
5391,0
5392,0
5393,1
5394,1
5395,0
5396,0
5397,1
5398,1
5399,0
5400,0
5401,0
5402,1
5403,1
5404,0
5405,1
5406,1
5407,0
5408,0
5409,1
5410,0
5411,0
5412,1
5413,0
5414,1
5415,1
5416,0
5417,1
5418,1
5419,0
5420,1
5421,1
5422,0
5423,1
5424,1
5425,0
5426,0
5427,1
5428,1
5429,0
5430,1
5431,0
5432,0
5433,0
5434,1
5435,1
5436,0
5437,1
5438,1
5439,0
5440,1
5441,0
5442,0
5443,0
5444,1
5445,0
5446,1
5447,1
5448,0
5449,1
5450,0
5451,1
5452,0
5453,1
5454,1
5455,0
5456,0
5457,0
5458,1
5459,1
5460,1
5461,1
5462,1
5463,0
5464,0
5465,1
5466,1
5467,1
5468,0
5469,0
5470,1
5471,1
5472,1
5473,0
5474,0
5475,1
5476,0
5477,1
5478,1
5479,1
5480,0
5481,0
5482,1
5483,0
5484,1
5485,1
5486,1
5487,0
5488,1
5489,1
5490,1
5491,1
5492,1
5493,1
5494,1
5495,1
5496,1
5497,1
5498,0
5499,0
5500,1
5501,1
5502,0
5503,0
5504,0
5505,1
5506,0
5507,0
5508,0
5509,0
5510,0
5511,1
5512,1
5513,0
5514,0
5515,0
5516,1
5517,0
5518,0
5519,1
5520,0
5521,0
5522,0
5523,0
5524,1
5525,0
5526,1
5527,0
5528,1
5529,0
5530,0
5531,0
5532,1
5533,1
5534,1
5535,1
5536,0
5537,1
5538,1
5539,1
5540,1
5541,1
5542,0
5543,0
5544,1
5545,1
5546,0
5547,1
5548,1
5549,0
5550,0
5551,1
5552,0
5553,1
5554,0
5555,1
5556,0
5557,0
5558,1
5559,1
5560,0
5561,0
5562,1
5563,0
5564,0
5565,0
5566,1
5567,1
5568,0
5569,0
5570,0
5571,1
5572,1
5573,1
5574,0
5575,0
5576,1
5577,0
5578,1
5579,1
5580,1
5581,1
5582,1
5583,1
5584,1
5585,1
5586,0
5587,1
5588,1
5589,1
5590,1
5591,0
5592,0
5593,1
5594,0
5595,1
5596,1
5597,1
5598,0
5599,1
5600,1
5601,1
5602,0
5603,0
5604,0
5605,1
5606,1
5607,1
5608,1
5609,0
5610,1
5611,1
5612,0
5613,1
5614,0
5615,1
5616,1
5617,1
5618,1
5619,0
5620,0
5621,0
5622,0
5623,0
5624,0
5625,0
5626,0
5627,0
5628,0
5629,0
5630,0
5631,1
5632,0
5633,1
5634,0
5635,0
5636,0
5637,1
5638,0
5639,0
5640,0
5641,1
5642,0
5643,1
5644,1
5645,0
5646,0
5647,0
5648,0
5649,0
5650,1
5651,1
5652,1
5653,1
5654,1
5655,0
5656,0
5657,0
5658,0
5659,0
5660,1
5661,0
5662,0
5663,1
5664,1
5665,0
5666,0
5667,1
5668,0
5669,1
5670,1
5671,1
5672,1
5673,1
5674,1
5675,0
5676,0
5677,1
5678,0
5679,1
5680,1
5681,0
5682,1
5683,0
5684,1
5685,1
5686,1
5687,0
5688,0
5689,1
5690,1
5691,0
5692,1
5693,1
5694,0
5695,1
5696,0
5697,1
5698,1
5699,1
5700,0
5701,1
5702,0
5703,0
5704,0
5705,1
5706,1
5707,1
5708,1
5709,0
5710,1
5711,1
5712,1
5713,1
5714,0
5715,1
5716,0
5717,0
5718,0
5719,1
5720,1
5721,0
5722,0
5723,0
5724,0
5725,1
5726,0
5727,0
5728,1
5729,1
5730,0
5731,1
5732,0
5733,0
5734,1
5735,0
5736,1
5737,1
5738,1
5739,0
5740,1
5741,1
5742,1
5743,0
5744,1
5745,1
5746,0
5747,0
5748,0
5749,1
5750,1
5751,0
5752,0
5753,0
5754,0
5755,1
5756,1
5757,1
5758,1
5759,0
5760,0
5761,1
5762,1
5763,0
5764,1
5765,0
5766,0
5767,1
5768,1
5769,1
5770,1
5771,0
5772,1
5773,0
5774,1
5775,1
5776,0
5777,0
5778,0
5779,1
5780,0
5781,0
5782,0
5783,1
5784,0
5785,0
5786,0
5787,1
5788,1
5789,1
5790,1
5791,1
5792,1
5793,1
5794,0
5795,0
5796,0
5797,0
5798,0
5799,0
5800,0
5801,0
5802,0
5803,1
5804,1
5805,0
5806,0
5807,0
5808,1
5809,0
5810,0
5811,0
5812,0
5813,1
5814,0
5815,0
5816,1
5817,0
5818,1
5819,1
5820,0
5821,1
5822,1
5823,0
5824,0
5825,0
5826,0
5827,1
5828,1
5829,1
5830,0
5831,1
5832,0
5833,0
5834,1
5835,0
5836,1
5837,1
5838,0
5839,1
5840,1
5841,0
5842,0
5843,0
5844,1
5845,0
5846,1
5847,0
5848,1
5849,1
5850,1
5851,0
5852,0
5853,0
5854,0
5855,0
5856,1
5857,1
5858,1
5859,1
5860,0
5861,0
5862,0
5863,0
5864,0
5865,0
5866,0
5867,0
5868,0
5869,0
5870,0
5871,0
5872,0
5873,1
5874,0
5875,0
5876,0
5877,1
5878,1
5879,1
5880,0
5881,1
5882,0
5883,0
5884,0
5885,0
5886,1
5887,1
5888,1
5889,0
5890,0
5891,1
5892,1
5893,1
5894,1
5895,1
5896,0
5897,0
5898,0
5899,1
5900,1
5901,1
5902,0
5903,1
5904,1
5905,0
5906,0
5907,0
5908,0
5909,1
5910,0
5911,1
5912,0
5913,0
5914,1
5915,0
5916,0
5917,1
5918,0
5919,0
5920,0
5921,0
5922,0
5923,0
5924,1
5925,1
5926,0
5927,1
5928,1
5929,1
5930,0
5931,0
5932,1
5933,0
5934,0
5935,1
5936,0
5937,1
5938,1
5939,1
5940,1
5941,0
5942,1
5943,0
5944,0
5945,1
5946,1
5947,0
5948,1
5949,1
5950,0
5951,0
5952,0
5953,0
5954,1
5955,1
5956,1
5957,1
5958,0
5959,1
5960,0
5961,0
5962,0
5963,1
5964,1
5965,1
5966,1
5967,0
5968,0
5969,0
5970,1
5971,0
5972,1
5973,1
5974,1
5975,1
5976,0
5977,1
5978,0
5979,1
5980,1
5981,0
5982,1
5983,0
5984,1
5985,0
5986,1
5987,0
5988,1
5989,0
5990,0
5991,0
5992,0
5993,1
5994,0
5995,1
5996,1
5997,0
5998,1
5999,0
6000,1
6001,0
6002,0
6003,1
6004,1
6005,0
6006,1
6007,0
6008,1
6009,0
6010,0
6011,0
6012,0
6013,0
6014,0
6015,1
6016,1
6017,0
6018,1
6019,1
6020,0
6021,1
6022,1
6023,1
6024,1
6025,1
6026,1
6027,0
6028,0
6029,0
6030,0
6031,0
6032,1
6033,1
6034,1
6035,1
6036,1
6037,0
6038,0
6039,1
6040,1
6041,1
6042,1
6043,0
