id,friends
2998,0
2999,1
3000,1
3001,0
3002,1
3003,0
3004,0
3005,1
3006,1
3007,1
3008,1
3009,1
3010,1
3011,1
3012,1
3013,1
3014,0
3015,0
3016,1
3017,1
3018,1
3019,0
3020,1
3021,0
3022,0
3023,1
3024,0
3025,1
3026,1
3027,1
3028,0
3029,0
3030,0
3031,1
3032,1
3033,0
3034,1
3035,0
3036,1
3037,0
3038,0
3039,1
3040,0
3041,0
3042,1
3043,1
3044,0
3045,0
3046,0
3047,1
3048,0
3049,1
3050,1
3051,1
3052,1
3053,1
3054,0
3055,0
3056,0
3057,1
3058,1
3059,0
3060,1
3061,0
3062,1
3063,0
3064,1
3065,0
3066,1
3067,1
3068,0
3069,1
3070,1
3071,0
3072,0
3073,0
3074,0
3075,1
3076,1
3077,1
3078,1
3079,0
3080,1
3081,1
3082,1
3083,0
3084,0
3085,1
3086,1
3087,1
3088,0
3089,0
3090,0
3091,1
3092,0
3093,0
3094,0
3095,0
3096,1
3097,1
3098,0
3099,0
3100,0
3101,0
3102,0
3103,0
3104,1
3105,1
3106,0
3107,1
3108,1
3109,0
3110,0
3111,1
3112,1
3113,0
3114,1
3115,1
3116,0
3117,1
3118,0
3119,0
3120,0
3121,1
3122,0
3123,0
3124,1
3125,0
3126,0
3127,0
3128,0
3129,1
3130,0
3131,0
3132,1
3133,0
3134,0
3135,1
3136,1
3137,1
3138,0
3139,1
3140,1
3141,1
3142,1
3143,0
3144,1
3145,1
3146,0
3147,1
3148,0
3149,0
3150,1
3151,0
3152,0
3153,0
3154,0
3155,0
3156,1
3157,0
3158,1
3159,0
3160,0
3161,0
3162,0
3163,0
3164,1
3165,0
3166,0
3167,0
3168,1
3169,0
3170,1
3171,0
3172,0
3173,0
3174,1
3175,1
3176,0
3177,0
3178,0
3179,1
3180,0
3181,0
3182,1
3183,1
3184,1
3185,0
3186,0
3187,0
3188,0
3189,0
3190,0
3191,1
3192,1
3193,0
3194,1
3195,1
3196,1
3197,0
3198,0
3199,0
3200,0
3201,1
3202,1
3203,1
3204,1
3205,1
3206,0
3207,0
3208,0
3209,1
3210,1
3211,0
3212,1
3213,0
3214,1
3215,0
3216,0
3217,1
3218,1
3219,1
3220,0
3221,0
3222,1
3223,0
3224,0
3225,1
3226,0
3227,0
3228,1
3229,1
3230,0
3231,1
3232,0
3233,0
3234,0
3235,1
3236,0
3237,0
3238,1
3239,1
3240,1
3241,0
3242,1
3243,0
3244,0
3245,1
3246,0
3247,1
3248,1
3249,0
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,1
3257,1
3258,0
3259,1
3260,1
3261,0
3262,0
3263,0
3264,1
3265,0
3266,1
3267,0
3268,1
3269,1
3270,0
3271,0
3272,1
3273,1
3274,1
3275,1
3276,1
3277,0
3278,0
3279,0
3280,1
3281,1
3282,0
3283,1
3284,1
3285,1
3286,1
3287,0
3288,1
3289,0
3290,0
3291,0
3292,0
3293,0
3294,1
3295,0
3296,0
3297,1
3298,0
3299,0
3300,1
3301,0
3302,1
3303,0
3304,0
3305,1
3306,0
3307,1
3308,1
3309,0
3310,0
3311,0
3312,0
3313,0
3314,1
3315,0
3316,1
3317,0
3318,1
3319,0
3320,0
3321,0
3322,0
3323,0
3324,1
3325,1
3326,1
3327,1
3328,0
3329,0
3330,0
3331,0
3332,0
3333,1
3334,0
3335,1
3336,0
3337,0
3338,0
3339,0
3340,1
3341,0
3342,1
3343,0
3344,0
3345,0
3346,1
3347,1
3348,1
3349,1
3350,1
3351,0
3352,1
3353,1
3354,1
3355,0
3356,0
3357,1
3358,1
3359,0
3360,0
3361,0
3362,1
3363,0
3364,0
3365,1
3366,0
3367,1
3368,1
3369,1
3370,1
3371,1
3372,1
3373,1
3374,1
3375,0
3376,1
3377,0
3378,0
3379,1
3380,1
3381,0
3382,1
3383,0
3384,1
3385,0
3386,1
3387,0
3388,1
3389,0
3390,0
3391,1
3392,0
3393,1
3394,1
3395,0
3396,1
3397,0
3398,0
3399,1
3400,1
3401,0
3402,1
3403,1
3404,1
3405,1
3406,0
3407,0
3408,0
3409,1
3410,0
3411,1
3412,1
3413,0
3414,1
3415,0
3416,0
3417,1
3418,0
3419,0
3420,1
3421,1
3422,0
3423,1
3424,1
3425,1
3426,1
3427,1
3428,1
3429,1
3430,0
3431,0
3432,1
3433,1
3434,0
3435,1
3436,0
3437,0
3438,1
3439,0
3440,0
3441,1
3442,1
3443,0
3444,0
3445,1
3446,1
3447,0
3448,1
3449,1
3450,1
3451,1
3452,1
3453,0
3454,0
3455,1
3456,0
3457,0
3458,0
3459,1
3460,1
3461,0
3462,1
3463,0
3464,1
3465,1
3466,1
3467,0
3468,1
3469,0
3470,1
3471,1
3472,0
3473,0
3474,0
3475,0
3476,1
3477,1
3478,1
3479,0
3480,1
3481,1
3482,1
3483,0
3484,0
3485,1
3486,1
3487,1
3488,0
3489,0
3490,1
3491,0
3492,1
3493,0
3494,0
3495,1
3496,1
3497,0
3498,0
3499,1
3500,0
3501,0
3502,1
3503,1
3504,0
3505,0
3506,1
3507,0
3508,1
3509,0
3510,0
3511,1
3512,0
3513,0
3514,1
3515,0
3516,0
3517,0
3518,0
3519,0
3520,1
3521,1
3522,1
3523,0
3524,1
3525,0
3526,0
3527,0
3528,1
3529,1
3530,0
3531,1
3532,0
3533,0
3534,1
3535,1
3536,1
3537,1
3538,0
3539,1
3540,1
3541,0
3542,1
3543,1
3544,0
3545,0
3546,1
3547,0
3548,0
3549,0
3550,1
3551,0
3552,0
3553,0
3554,1
3555,0
3556,1
3557,0
3558,0
3559,0
3560,0
3561,1
3562,0
3563,0
3564,1
3565,0
3566,0
3567,0
3568,1
3569,0
3570,0
3571,1
3572,1
3573,0
3574,1
3575,1
3576,0
3577,0
3578,1
3579,0
3580,0
3581,0
3582,0
3583,1
3584,0
3585,0
3586,0
3587,1
3588,1
3589,0
3590,0
3591,1
3592,0
3593,1
3594,0
3595,1
3596,0
3597,0
3598,1
3599,1
3600,1
3601,1
3602,0
3603,1
3604,0
3605,0
3606,0
3607,1
3608,0
3609,1
3610,0
3611,0
3612,0
3613,1
3614,1
3615,1
3616,0
3617,1
3618,1
3619,1
3620,0
3621,1
3622,1
3623,1
3624,0
3625,0
3626,0
3627,0
3628,1
3629,0
3630,0
3631,1
3632,0
3633,0
3634,1
3635,1
3636,1
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,0
3644,1
3645,1
3646,1
3647,1
3648,0
3649,1
3650,0
3651,0
3652,1
3653,0
3654,1
3655,0
3656,1
3657,0
3658,0
3659,0
3660,0
3661,0
3662,1
3663,1
3664,0
3665,1
3666,1
3667,0
3668,0
3669,1
3670,0
3671,0
3672,1
3673,0
3674,0
3675,1
3676,1
3677,0
3678,1
3679,0
3680,0
3681,0
3682,0
3683,0
3684,0
3685,1
3686,0
3687,1
3688,0
3689,1
3690,1
3691,1
3692,1
3693,1
3694,1
3695,1
3696,0
3697,1
3698,1
3699,0
3700,0
3701,0
3702,0
3703,0
3704,0
3705,0
3706,1
3707,0
3708,1
3709,0
3710,0
3711,0
3712,1
3713,0
3714,1
3715,1
3716,1
3717,0
3718,0
3719,1
3720,0
3721,0
3722,1
3723,1
3724,0
3725,0
3726,0
3727,0
3728,1
3729,1
3730,0
3731,1
3732,0
3733,0
3734,0
3735,0
3736,1
3737,0
3738,0
3739,0
3740,1
3741,1
3742,1
3743,1
3744,0
3745,0
3746,0
3747,1
3748,0
3749,1
3750,1
3751,0
3752,1
3753,0
3754,1
3755,0
3756,0
3757,1
3758,0
3759,1
3760,0
3761,0
3762,0
3763,0
3764,1
3765,0
3766,0
3767,1
3768,0
3769,0
3770,0
3771,1
3772,0
3773,0
3774,1
3775,1
3776,1
3777,0
3778,1
3779,0
3780,1
3781,0
3782,0
3783,0
3784,1
3785,0
3786,1
3787,1
3788,0
3789,1
3790,1
3791,1
3792,0
3793,1
3794,1
3795,1
3796,1
3797,1
3798,0
3799,1
3800,0
3801,0
3802,0
3803,0
3804,0
3805,0
3806,1
3807,1
3808,1
3809,0
3810,1
3811,1
3812,0
3813,1
3814,0
3815,1
3816,0
3817,1
3818,0
3819,0
3820,0
3821,0
3822,1
3823,0
3824,0
3825,1
3826,0
3827,1
3828,1
3829,0
3830,0
3831,0
3832,1
3833,0
3834,0
3835,1
3836,0
3837,1
3838,1
3839,0
3840,1
3841,1
3842,0
3843,1
3844,0
3845,1
3846,1
3847,0
3848,0
3849,1
3850,1
3851,0
3852,1
3853,0
3854,1
3855,0
3856,0
3857,1
3858,0
3859,1
3860,1
3861,0
3862,0
3863,1
3864,0
3865,0
3866,0
3867,0
3868,0
3869,1
3870,0
3871,1
3872,1
3873,0
3874,1
3875,1
3876,1
3877,0
3878,0
3879,0
3880,1
3881,1
3882,1
3883,1
3884,0
3885,0
3886,0
3887,1
3888,1
3889,1
3890,1
3891,0
3892,0
3893,0
3894,1
3895,0
3896,0
3897,0
3898,0
3899,1
3900,1
3901,1
3902,1
3903,0
3904,1
3905,1
3906,0
3907,1
3908,0
3909,0
3910,0
3911,1
3912,0
3913,1
3914,0
3915,0
3916,0
3917,1
3918,1
3919,0
3920,1
3921,0
3922,1
3923,0
3924,0
3925,0
3926,0
3927,1
3928,1
3929,0
3930,0
3931,0
3932,0
3933,1
3934,1
3935,0
3936,1
3937,1
3938,1
3939,1
3940,1
3941,0
3942,0
3943,1
3944,0
3945,1
3946,0
3947,1
3948,1
3949,1
3950,1
3951,1
3952,0
3953,1
3954,0
3955,0
3956,1
3957,1
3958,1
3959,0
3960,1
3961,0
3962,1
3963,1
3964,0
3965,0
3966,0
3967,1
3968,1
3969,1
3970,0
3971,0
3972,1
3973,0
3974,0
3975,1
3976,1
3977,0
3978,1
3979,1
3980,1
3981,1
3982,0
3983,0
3984,1
3985,1
3986,0
3987,0
3988,0
3989,1
3990,1
3991,0
3992,1
3993,1
3994,0
3995,1
3996,0
3997,0
3998,0
3999,1
4000,0
4001,0
4002,1
4003,1
4004,0
4005,0
4006,0
4007,1
4008,0
4009,0
4010,1
4011,1
4012,0
4013,1
4014,1
4015,0
4016,0
4017,0
4018,1
4019,0
4020,1
4021,0
4022,1
4023,0
4024,0
4025,0
4026,1
4027,0
4028,1
4029,0
4030,0
4031,0
4032,0
4033,1
4034,1
4035,0
4036,0
4037,0
4038,0
4039,1
4040,0
4041,1
4042,0
4043,1
4044,0
4045,0
4046,0
4047,1
4048,1
4049,1
4050,0
4051,0
4052,1
4053,1
4054,1
4055,1
4056,1
4057,0
4058,1
4059,0
4060,1
4061,1
4062,1
4063,0
4064,0
4065,1
4066,1
4067,1
4068,1
4069,0
4070,0
4071,1
4072,1
4073,0
4074,1
4075,0
4076,1
4077,0
4078,1
4079,1
4080,1
4081,0
4082,0
4083,1
4084,0
4085,0
4086,1
4087,1
4088,0
4089,0
4090,1
4091,1
4092,1
4093,1
4094,1
4095,0
4096,0
4097,1
4098,1
4099,1
4100,0
4101,1
4102,1
4103,0
4104,0
4105,1
4106,0
4107,0
4108,0
4109,1
4110,1
4111,1
4112,0
4113,1
4114,1
4115,0
4116,1
4117,0
4118,0
4119,1
4120,1
4121,0
4122,1
4123,1
4124,1
4125,0
4126,0
4127,1
4128,1
4129,0
4130,0
4131,0
4132,0
4133,0
4134,0
4135,0
4136,1
4137,1
4138,0
4139,1
4140,0
4141,1
4142,0
4143,1
4144,1
4145,1
4146,1
4147,0
4148,0
4149,0
4150,1
4151,1
4152,0
4153,1
4154,0
4155,0
4156,0
4157,0
4158,0
4159,0
4160,0
4161,0
4162,0
4163,1
4164,0
4165,0
4166,1
4167,0
4168,0
4169,0
4170,0
4171,0
4172,1
4173,1
4174,0
4175,1
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0
4182,1
4183,1
4184,0
4185,0
4186,0
4187,0
4188,1
4189,0
4190,1
4191,1
4192,1
4193,0
4194,1
4195,1
4196,1
4197,1
4198,0
4199,0
4200,1
4201,0
4202,1
4203,1
4204,1
4205,0
4206,0
4207,0
4208,0
4209,0
4210,0
4211,0
4212,0
4213,1
4214,0
4215,0
4216,0
4217,0
4218,0
4219,1
4220,1
4221,0
4222,1
4223,1
4224,0
4225,1
4226,0
4227,0
4228,1
4229,0
4230,1
4231,1
4232,1
4233,1
4234,1
4235,1
4236,1
4237,0
4238,1
4239,1
4240,0
4241,1
4242,0
4243,0
4244,0
4245,0
4246,0
4247,0
4248,0
4249,0
4250,1
4251,1
4252,0
4253,1
4254,1
4255,1
4256,1
4257,1
4258,0
4259,1
4260,0
4261,1
4262,1
4263,1
4264,1
4265,0
4266,0
4267,1
4268,1
4269,0
4270,1
4271,1
4272,1
4273,0
4274,1
4275,0
4276,0
4277,0
4278,1
4279,1
4280,1
4281,1
4282,0
4283,0
4284,0
4285,1
4286,0
4287,0
4288,1
4289,1
4290,1
4291,1
4292,0
4293,1
4294,0
4295,0
4296,0
4297,1
4298,1
4299,0
4300,1
4301,0
4302,0
4303,0
4304,1
4305,0
4306,1
4307,1
4308,0
4309,1
4310,1
4311,1
4312,0
4313,1
4314,0
4315,1
4316,1
4317,0
4318,1
4319,0
4320,0
4321,1
4322,0
4323,0
4324,0
4325,0
4326,1
4327,0
4328,0
4329,1
4330,1
4331,1
4332,0
4333,0
4334,1
4335,0
4336,1
4337,0
4338,1
4339,0
4340,1
4341,1
4342,0
4343,0
4344,1
4345,1
4346,0
4347,1
4348,1
4349,0
4350,1
4351,1
4352,0
4353,0
4354,1
4355,1
4356,1
4357,1
4358,0
4359,0
4360,1
4361,1
4362,1
4363,1
4364,1
4365,1
4366,0
4367,1
4368,1
4369,0
4370,1
4371,0
4372,1
4373,1
4374,0
4375,0
4376,1
4377,1
4378,0
4379,0
4380,0
4381,1
4382,1
4383,1
4384,0
4385,1
4386,1
4387,0
4388,1
4389,1
4390,0
4391,0
4392,1
4393,0
4394,1
4395,0
4396,1
4397,1
4398,1
4399,0
4400,1
4401,0
4402,1
4403,1
4404,1
4405,1
4406,1
4407,0
4408,1
4409,1
4410,1
4411,1
4412,0
4413,0
4414,1
4415,0
4416,1
4417,1
4418,1
4419,0
4420,0
4421,0
4422,1
4423,0
4424,0
4425,0
4426,1
4427,1
4428,0
4429,1
4430,1
4431,1
4432,1
4433,1
4434,0
4435,0
4436,1
4437,0
4438,0
4439,1
4440,1
4441,0
4442,0
4443,1
4444,0
4445,0
4446,1
4447,0
4448,0
4449,0
4450,1
4451,1
4452,1
4453,0
4454,0
4455,1
4456,0
4457,1
4458,1
4459,0
4460,1
4461,0
4462,1
4463,0
4464,1
4465,1
4466,0
4467,1
4468,1
4469,1
4470,0
4471,0
4472,1
4473,0
4474,1
4475,0
4476,1
4477,1
4478,0
4479,1
4480,1
4481,1
4482,0
4483,1
4484,1
4485,1
4486,1
4487,0
4488,0
4489,0
4490,0
4491,1
4492,1
4493,1
4494,0
4495,0
4496,0
4497,1
4498,1
4499,0
4500,1
4501,1
4502,0
4503,0
4504,0
4505,0
4506,1
4507,1
4508,0
4509,0
4510,1
4511,0
4512,0
4513,0
4514,0
4515,1
4516,1
4517,1
4518,1
4519,0
4520,1
4521,1
4522,1
4523,1
4524,1
4525,1
4526,1
4527,1
4528,1
4529,0
4530,0
4531,0
4532,1
4533,0
4534,1
4535,0
4536,1
4537,1
4538,0
4539,0
4540,1
4541,0
4542,0
4543,0
4544,1
4545,0
4546,1
4547,0
4548,0
4549,0
4550,1
4551,1
4552,1
4553,1
4554,1
4555,1
4556,0
4557,0
4558,1
4559,1
4560,0
4561,1
4562,0
4563,1
4564,0
4565,0
4566,1
4567,0
4568,1
4569,0
4570,0
4571,0
4572,1
4573,1
4574,1
4575,1
4576,0
4577,0
4578,0
4579,0
4580,0
4581,1
4582,1
4583,1
4584,1
4585,0
4586,1
4587,0
4588,0
4589,0
4590,0
4591,0
4592,1
4593,1
4594,0
4595,1
4596,0
4597,1
4598,0
4599,1
4600,0
4601,1
4602,0
4603,1
4604,1
4605,1
4606,1
4607,1
4608,0
4609,1
4610,1
4611,0
4612,1
4613,1
4614,1
4615,1
4616,0
4617,1
4618,0
4619,1
4620,1
4621,1
4622,1
4623,0
4624,0
4625,1
4626,0
4627,1
4628,1
4629,1
4630,1
4631,0
4632,0
4633,0
4634,0
4635,1
4636,0
4637,1
4638,1
4639,0
4640,1
4641,1
4642,1
4643,1
4644,1
4645,0
4646,0
4647,0
4648,1
4649,1
4650,0
4651,0
4652,1
4653,0
4654,1
4655,0
4656,0
4657,0
4658,1
4659,1
4660,0
4661,1
4662,0
4663,1
4664,0
4665,1
4666,1
4667,0
4668,0
4669,0
4670,1
4671,0
4672,0
4673,0
4674,0
4675,0
4676,1
4677,1
4678,1
4679,1
4680,1
4681,0
4682,1
4683,0
4684,0
4685,1
4686,0
4687,0
4688,1
4689,1
4690,0
4691,1
4692,0
4693,0
4694,1
4695,0
4696,1
4697,0
4698,1
4699,0
4700,0
4701,0
4702,0
4703,1
4704,0
4705,1
4706,1
4707,1
4708,0
4709,0
4710,0
4711,0
4712,0
4713,0
4714,0
4715,0
4716,0
4717,0
4718,1
4719,1
4720,1
4721,1
4722,1
4723,1
4724,0
4725,1
4726,0
4727,1
4728,1
4729,1
4730,0
4731,1
4732,0
4733,1
4734,1
4735,0
4736,0
4737,1
4738,0
4739,1
4740,1
4741,1
4742,0
4743,1
4744,1
4745,0
4746,0
4747,1
4748,0
4749,1
4750,0
4751,0
4752,0
4753,1
4754,0
4755,0
4756,1
4757,1
4758,1
4759,1
4760,0
4761,0
4762,0
4763,0
4764,1
4765,0
4766,1
4767,1
4768,1
4769,1
4770,1
4771,1
4772,0
4773,0
4774,0
4775,0
4776,1
4777,0
4778,1
4779,0
4780,0
4781,0
4782,0
4783,1
4784,0
4785,0
4786,0
4787,1
4788,0
4789,1
4790,1
4791,1
4792,1
4793,0
4794,0
4795,1
4796,0
4797,1
4798,0
4799,0
4800,1
4801,0
4802,1
4803,1
4804,0
4805,1
4806,1
4807,0
4808,0
4809,0
4810,0
4811,1
4812,0
4813,1
4814,0
4815,1
4816,0
4817,0
4818,1
4819,0
4820,1
4821,1
4822,1
4823,1
4824,0
4825,1
4826,1
4827,1
4828,1
4829,0
4830,1
4831,0
4832,1
4833,0
4834,1
4835,0
4836,1
4837,1
4838,0
4839,0
4840,0
4841,0
4842,1
4843,0
4844,1
4845,0
4846,1
4847,0
4848,0
4849,1
4850,0
4851,1
4852,1
4853,0
4854,0
4855,0
4856,1
4857,1
4858,1
4859,0
4860,0
4861,1
4862,1
4863,1
4864,0
4865,0
4866,0
4867,1
4868,0
4869,0
4870,0
4871,0
4872,0
4873,1
4874,1
4875,1
4876,0
4877,0
4878,0
4879,0
4880,0
4881,0
4882,1
4883,0
4884,1
4885,0
4886,0
4887,1
4888,1
4889,1
4890,1
4891,1
4892,1
4893,1
4894,0
4895,1
4896,0
4897,0
4898,1
4899,0
4900,0
4901,0
4902,0
4903,0
4904,1
4905,0
4906,0
4907,1
4908,0
4909,1
4910,1
4911,1
4912,0
4913,1
4914,0
4915,0
4916,0
4917,0
4918,0
4919,0
4920,0
4921,1
4922,1
4923,0
4924,0
4925,0
4926,1
4927,0
4928,0
4929,0
4930,1
4931,0
4932,1
4933,1
4934,0
4935,1
4936,1
4937,1
4938,1
4939,0
4940,0
4941,0
4942,1
4943,0
4944,1
4945,1
4946,0
4947,1
4948,0
4949,1
4950,1
4951,0
4952,0
4953,1
4954,1
4955,0
4956,0
4957,0
4958,1
4959,1
4960,0
4961,0
4962,0
4963,0
4964,0
4965,0
4966,0
4967,0
4968,0
4969,1
4970,0
4971,1
4972,0
4973,0
4974,0
4975,0
4976,1
4977,0
4978,1
4979,0
4980,1
4981,0
4982,1
4983,0
4984,0
4985,1
4986,0
4987,1
4988,1
4989,0
4990,0
4991,0
4992,1
4993,0
4994,0
4995,1
4996,0
4997,1
4998,0
4999,0
5000,0
